Record_ID,Customer_Name,City,State,Region,Category,Sub_Category,Transaction_Date,Quantity,Unit_Price,Discount,Revenue,Profit,Rating,Status
SUP1071,Desiree Davis,South Patricia,South Carolina,North,A,Type3,2025-09-01,14,909.54,0.19,5351.36,2192.85,1.6,Completed
SUP1072,Dr. Tiffany Gillespie MD,Brettview,Nebraska,East,A,Type3,2025-03-11,10,777.49,0.13,8374.52,4801.72,4.9,Cancelled
SUP1073,Vernon Chase,Huntberg,Connecticut,South,D,Type1,2024-03-14,13,783.08,0.25,786.36,429.62,1.8,Pending
SUP1074,Cindy Jones,New Brandon,Pennsylvania,West,C,Type1,2024-12-02,14,297.78,0.13,1768.8,2594.39,1.3,Cancelled
SUP1075,Gabrielle Owen,West Robertmouth,Colorado,East,A,Type1,2024-09-04,18,304.54,0.2,7485.22,1684.06,1.2,Pending
SUP1076,Jeffrey Brown,Port Steven,Texas,East,D,Type3,2026-03-12,8,796.31,0.23,3964.55,4088.27,1.5,Completed
SUP1077,Timothy Holmes,Cherylchester,Pennsylvania,East,A,Type1,2025-10-10,5,458.25,0.25,509.3,3826.69,3.1,Pending
SUP1078,Kimberly Goodman,Port Melissa,Alabama,North,C,Type2,2023-10-12,18,547.83,0.13,7979.14,4833.83,2.4,Cancelled
SUP1079,Kevin White,New Kellyfurt,Delaware,West,A,Type2,2026-03-07,14,67.49,0.15,8467.89,3937.63,3.0,Pending
SUP1080,Bryan Lee,North Christopherburgh,Washington,South,C,Type2,2024-08-06,14,24.35,0.17,1698.42,63.99,2.8,Completed
SUP1081,Christopher Curtis,Heidibury,Michigan,South,C,Type2,2024-08-10,12,695.99,0.27,5968.53,4748.1,3.9,Completed
SUP1082,Shari Vazquez,Sandersfort,Arizona,North,A,Type1,2025-01-03,1,456.7,,2533.3,3926.9,3.0,Pending
SUP1083,Edward Ruiz,Lewisside,Kansas,West,B,Type2,2023-08-14,18,517.11,0.18,2930.49,2248.66,5.0,Completed
SUP1084,Amanda Meadows,Sarahport,Iowa,East,D,Type1,2025-05-09,10,41.99,0.03,792.56,1193.98,4.9,Cancelled
SUP1085,Jason Gomez,East Ericshire,Rhode Island,North,B,Type3,2025-11-02,16,263.52,0.19,3755.62,2609.97,4.5,Cancelled
SUP1086,Scott Young,North Amyside,Michigan,West,C,Type2,2025-10-07,3,863.73,0.03,5605.03,1710.17,3.4,Pending
SUP1087,Mark Allison,Sullivanbury,Kentucky,South,D,Type3,2025-04-21,10,922.7,0.05,8271.34,4542.1,3.6,Completed
SUP1088,Jeffrey Rogers,,Missouri,North,C,Type1,2023-12-05,2,431.15,0.2,9015.55,2779.8,2.3,Cancelled
SUP1089,Tabitha Ingram,East Lisa,Vermont,South,C,Type3,2024-07-17,17,77.69,0.07,4967.51,1091.27,1.5,Pending
SUP1090,William Johns,Lake Lisa,Alabama,West,B,Type2,2025-10-27,2,935.77,0.26,7484.88,4265.85,1.2,Pending
SUP1091,Chloe Waller,Williambury,Virginia,East,A,Type3,2025-02-12,14,805.96,0.23,3028.25,,1.5,Completed
SUP1092,Nicole Young,Lake Felicia,Alaska,South,D,Type2,2024-03-23,3,603.66,0.03,8014.79,,3.4,Pending
SUP1093,Edward Robinson,Steveburgh,Nebraska,North,A,Type2,2023-11-21,9,266.27,0.13,2279.54,1065.09,2.5,Completed
SUP1094,Matthew Perry,West Darin,Colorado,North,B,Type1,2024-09-20,9,686.27,0.22,3807.77,2117.09,2.1,Pending
SUP1095,Timothy Stanley,Pricemouth,Tennessee,North,C,Type3,2024-10-12,10,272.36,0.25,7015.68,259.73,2.4,Completed
SUP1096,Jennifer Dean,West Baileymouth,Maryland,East,B,Type2,2023-09-12,8,257.22,0.18,5220.23,4646.44,1.6,Completed
SUP1097,Miranda Mcdonald,Lake Mollyshire,Iowa,North,B,Type1,2025-04-21,1,967.49,0.01,6812.62,2985.53,3.2,Completed
SUP1098,Jacob White,Johnsonburgh,Connecticut,East,C,Type3,2024-05-27,8,897.21,0.04,7551.28,2748.82,1.9,Completed
SUP1099,Mrs. Anne Jackson DVM,Ellisberg,Pennsylvania,North,A,Type1,2023-11-29,19,842.93,0.05,6906.6,-229.51,2.0,Cancelled
SUP1100,Denise Jones,West Sandra,Montana,West,D,Type3,2024-07-13,16,45.08,0.09,9539.84,3905.84,3.9,Cancelled
SUP1101,Tina Scott,North Staceyborough,Maine,South,C,Type3,2025-10-03,16,849.44,0.21,450.19,4113.86,3.2,Completed
SUP1102,Natasha Blair,Yangville,Delaware,North,B,Type3,2025-03-30,7,751.41,0.26,193.85,-42.83,4.1,Completed
SUP1103,Danielle Martinez MD,East Kristimouth,Connecticut,North,D,Type1,2025-02-10,1,756.53,0.15,1098.29,1454.12,4.6,Completed
SUP1104,Julia Melton,North Sonya,Colorado,North,A,Type3,2026-01-30,12,432.09,0.25,5092.87,877.47,3.3,Pending
SUP1105,Kelsey Whitaker,West Kelly,Pennsylvania,North,C,Type3,2025-04-23,6,477.29,0.18,5791.58,2545.98,1.2,Cancelled
SUP1106,Jacob Warren,East Christianland,Utah,East,C,Type1,2024-03-05,4,233.73,0.06,4494.87,2104.46,4.7,Pending
SUP1107,Richard Weaver,Penaview,Rhode Island,East,C,Type3,2023-09-07,16,297.48,0.26,8599.98,3963.74,3.3,Completed
SUP1108,Jesse Moses,Ivanborough,Washington,South,D,Type1,2024-12-22,7,320.49,0.29,5518.01,3642.55,1.8,Cancelled
SUP1109,Laura Gallegos,Sweeneyshire,Minnesota,East,C,Type2,2024-09-06,15,90.48,0.06,6526.04,1611.09,5.0,Completed
SUP1110,Brandi Rodriguez,Port Joshuaview,Missouri,West,D,Type2,2024-06-08,8,104.24,0.2,751.87,1340.97,1.6,Cancelled
SUP1111,David Thomas,Port Theresa,Idaho,North,B,Type3,2023-09-15,12,429.49,0.08,1696.73,3335.58,1.1,Pending
SUP1112,Peter Lewis,South Anastad,Michigan,North,D,Type1,2025-06-30,9,309.36,0.16,5842.96,1731.24,3.5,Pending
SUP1113,Sarah Wood,Crawfordfurt,New Mexico,South,A,Type2,2024-02-12,15,435.64,0.29,4640.78,3834.13,4.8,Completed
SUP1114,Joseph White,Parkland,Alaska,North,D,Type1,2024-09-23,16,755.54,0.26,4408.73,4463.01,2.3,Cancelled
SUP1115,Virginia Thomas,Port Jasonhaven,Louisiana,South,B,Type3,2023-09-16,18,521.51,0.24,2101.21,4117.04,1.2,Pending
SUP1116,Leslie Briggs,Port Michaelburgh,Oregon,South,D,Type3,2025-12-08,8,349.26,0.02,8603.44,2578.52,4.7,Completed
SUP1117,Darryl Taylor,Lake James,New York,South,D,Type1,2024-05-17,13,233.74,,9349.02,3826.69,1.5,Pending
SUP1118,John Romero,Shawfurt,Minnesota,East,D,Type2,2023-07-15,7,710.75,0.15,639.5,2787.49,1.2,Cancelled
SUP1119,Lisa Martinez,North Tyler,Delaware,South,A,Type3,2023-08-01,12,128.58,0.16,9874.6,4961.07,1.7,Pending
SUP1120,Amber Bennett,Angelafort,Pennsylvania,East,D,Type3,2023-12-09,16,298.25,0.18,6812.39,-24.78,2.7,Completed
SUP1121,Dr. Cassandra Lee DDS,,Alabama,North,D,Type2,2026-03-04,5,982.01,0.12,4853.06,2366.61,4.7,Pending
SUP1122,Sarah Henry,Warnerside,Massachusetts,South,A,Type2,2023-09-07,15,381.31,0.05,3468.55,4996.86,4.8,Completed
SUP1123,Michael Curtis,Jonesborough,Nevada,North,D,Type1,2023-08-09,15,654.77,0.02,1014.3,-326.93,2.8,Cancelled
SUP1124,Christopher Valenzuela,Thomaschester,Arkansas,West,A,Type3,2024-04-03,11,228.03,0.02,2431.51,1861.26,3.2,Pending
SUP1125,Kirsten Torres,Leahburgh,New Mexico,East,B,Type1,2025-04-29,18,49.59,0.21,4820.1,,2.3,Pending
SUP1126,Justin Wilson,Hansontown,Michigan,North,B,Type1,2025-09-24,9,671.82,0.14,9453.89,-183.24,1.9,Pending
SUP1127,Regina Carroll,Odonnellstad,Louisiana,North,A,Type2,2023-12-08,11,560.45,0.26,8040.43,474.44,2.3,Completed
SUP1128,Mary Johnson,Sarahtown,Hawaii,South,D,Type1,2024-02-26,4,219.79,0.15,609.14,1913.44,1.1,Completed
SUP1129,Denise Wood,Zacharymouth,Vermont,South,D,Type1,2024-10-04,10,55.34,0.01,5837.79,-74.4,3.8,Pending
SUP1130,Heather Weiss,Welchburgh,New Jersey,East,B,Type3,2024-04-05,9,751.68,0.19,6924.97,3936.49,2.2,Pending
SUP1131,Mrs. Katherine Jensen DDS,Shahport,Texas,South,D,Type2,2025-11-21,4,205.9,0.11,7978.78,4153.69,3.0,Pending
SUP1132,Mitchell Harris,Fernandezchester,Michigan,West,C,Type2,2024-09-06,7,327.57,0.04,7086.24,3363.56,4.4,Cancelled
SUP1133,Randy Gill,Port Christopher,North Dakota,East,D,Type3,2026-02-14,14,317.56,0.16,9858.78,2213.46,2.4,Pending
SUP1134,Wendy Williams,Wheelerton,Pennsylvania,South,D,Type2,2026-05-03,2,429.98,0.27,2284.96,130.84,3.1,Pending
SUP1135,Zachary Green,Lake Dianachester,Maryland,North,C,Type3,2026-04-25,6,718.34,0.07,6339.23,3768.54,1.7,Pending
SUP1136,Jeremy Guzman,Jeffreyborough,South Carolina,North,D,Type2,2023-09-21,9,865.63,0.11,3309.35,1631.18,4.1,Pending
SUP1137,Michael Carter PhD,East Davidborough,Delaware,East,C,Type3,2025-08-06,8,837.85,0.09,5818.6,3991.34,1.9,Pending
SUP1138,Christopher Gray,East Johnland,Minnesota,South,A,Type3,2025-06-16,14,95.57,0.03,9727.13,4408.32,1.6,Completed
SUP1139,Joan Lindsey,,South Carolina,West,A,Type1,2025-02-10,8,123.68,0.27,7813.66,109.55,2.8,Completed
SUP1140,Elizabeth Smith,Mayerside,Florida,South,A,Type2,2023-11-16,5,132.58,0.09,1071.88,2837.25,4.1,Pending
SUP1141,Randy Mcdaniel,Meyerchester,New York,North,B,Type1,2024-06-13,3,335.22,0.21,5485.28,4714.19,3.9,Cancelled
SUP1142,Eric Rivera,Whiteshire,Arizona,West,A,Type3,2023-09-09,17,437.86,0.21,4356.6,3159.95,3.7,Pending
SUP1143,Thomas Cooper,Williambury,South Dakota,South,D,Type1,2025-10-22,15,443.64,0.17,8571.09,2862.71,2.9,Pending
SUP1144,Rebecca Brown,North Daniel,Rhode Island,West,A,Type2,2024-01-22,8,403.7,0.09,3820.06,1159.96,1.5,Cancelled
SUP1145,Martin Mitchell,Port Brianbury,Tennessee,East,B,Type1,2023-06-08,11,704.13,0.06,8258.01,2073.84,3.0,Cancelled
SUP1146,Rhonda Park,West Ricky,Arkansas,South,B,Type3,2024-09-17,3,930.74,0.21,7464.63,318.45,4.0,Cancelled
SUP1147,Daniel Harris,Lake Bryanside,Arkansas,East,B,Type1,2025-02-20,19,745.24,0.08,7660.98,1978.02,4.2,Completed
SUP1148,Anna Snyder,Fischertown,West Virginia,North,B,Type3,2025-07-26,3,895.52,0.05,1324.52,-29.36,1.1,Completed
SUP1149,Melanie Bryan,Grantton,Pennsylvania,South,C,Type3,2024-12-25,10,77.95,0.19,3047.55,4479.72,4.4,Cancelled
SUP1150,Rachel Fisher,New Nicolas,Utah,East,D,Type1,2026-01-28,4,362.57,0.16,3971.11,788.98,4.9,Pending
SUP1151,Alison Jackson,Desireeborough,South Carolina,North,B,Type2,2024-05-31,11,813.76,0.13,8189.88,3580.4,3.6,Pending
SUP1152,Duane Dean,Port Suzanne,Kansas,East,C,Type1,2025-12-29,10,786.13,0.01,3176.02,229.5,4.6,Cancelled
SUP1153,Kurt May,South Sean,Wyoming,East,A,Type3,2025-05-11,5,207.44,0.25,2622.91,3529.25,2.1,Completed
SUP1154,Sabrina Cortez,Lake Laura,North Carolina,East,B,Type1,2026-04-25,6,165.03,0.08,4192.0,4471.89,1.9,Pending
SUP1155,Matthew Nelson,Port Makaylaborough,Oklahoma,East,A,Type3,2025-11-22,16,569.85,0.06,6407.3,3347.54,2.3,Pending
SUP1156,William Thompson,Bullockfort,Idaho,East,B,Type1,2025-02-16,2,283.99,0.09,4272.79,2720.3,4.4,Pending
SUP1157,Jessica Robinson,South Christopher,New Hampshire,North,B,Type2,2023-09-07,15,279.82,0.11,6678.17,3006.77,2.9,Pending
SUP1158,David Villarreal,Kathrynmouth,Minnesota,South,D,Type1,2025-03-02,7,825.33,0.26,1457.86,-27.34,4.3,Cancelled
SUP1159,Lynn Heath,East Larry,Florida,East,B,Type3,2026-03-20,2,142.91,0.27,6161.57,2422.25,1.7,Pending
SUP1160,Michele Bullock,North Steven,Texas,West,C,Type1,2025-02-10,7,272.87,0.01,4110.18,231.08,3.6,Completed
SUP1161,Kevin Cook,Darrenland,Maine,North,D,Type3,2023-09-20,3,101.54,0.08,4025.33,3337.6,2.7,Cancelled
SUP1162,Lauren Neal,East Jeffrey,Idaho,West,C,Type1,2023-12-22,15,477.99,0.15,6179.35,,3.7,Pending
SUP1163,Samantha Ibarra,South Margaretfort,Oregon,West,A,Type1,2025-06-25,9,130.87,0.17,5736.35,4775.79,1.4,Completed
SUP1164,Amanda Moore,Mckenzieberg,Utah,North,A,Type2,2025-04-09,2,477.15,,8941.33,3718.26,1.3,Pending
SUP1165,Benjamin Grant,Port Christine,Kentucky,North,B,Type2,2025-04-18,3,190.09,0.0,8586.98,3337.53,3.3,Pending
SUP1166,Jennifer Cole,West Patricia,Nebraska,East,D,Type1,2024-01-07,8,60.69,0.13,7498.98,4275.61,4.5,Completed
SUP1167,Alexis Alvarez DVM,East Joefort,Maryland,West,B,Type1,2025-04-24,8,263.05,0.14,8242.55,777.63,3.4,Pending
SUP1168,Gary Rodriguez,Davidfurt,Rhode Island,South,A,Type3,2026-05-20,3,102.69,0.16,2202.18,-384.53,2.1,Completed
SUP1169,David Alexander,Port Michaelchester,Missouri,North,A,Type2,2024-07-12,3,522.61,0.02,9526.22,3016.3,3.7,Completed
SUP1170,Christopher Alvarez,South Wesley,Kentucky,East,A,Type3,2024-08-30,14,501.65,0.03,2096.46,1302.2,4.0,Pending
SUP1171,Todd Hunt,Johntown,Oklahoma,East,A,Type1,2026-02-05,16,652.57,0.01,7439.8,1952.66,2.2,Cancelled
SUP1172,Jack Gould,Fletcherbury,Oregon,East,B,Type1,2023-07-31,12,440.04,0.21,8144.59,3754.12,2.4,Pending
SUP1173,Christopher Clark,Lake Patrickbury,Georgia,West,D,Type2,2026-02-02,5,670.83,0.2,6802.14,245.55,3.5,Completed
SUP1174,Crystal Bishop,New Dawnbury,Michigan,West,A,Type3,2025-09-19,17,53.17,0.3,4878.37,708.35,1.5,Cancelled
SUP1175,Ann Kaiser,Lake Cassandrabury,Wisconsin,North,A,Type2,2024-04-26,13,666.6,0.18,9791.02,-206.09,1.7,Completed
SUP1176,David Lewis,Port Thomas,Mississippi,East,D,Type1,2025-09-29,16,822.2,0.25,7761.67,88.18,2.6,Completed
SUP1177,Robert Parsons,North Erin,Nebraska,North,A,Type2,2025-06-21,17,704.39,0.19,4335.26,756.85,1.8,Completed
SUP1178,Andrew Colon,North Connor,Georgia,East,A,Type2,2024-06-19,17,367.28,0.23,7626.6,661.34,1.6,Pending
SUP1179,Julie Maxwell,West Gabriel,Florida,North,A,Type3,2023-06-27,17,258.31,0.04,3823.56,2048.2,2.9,Cancelled
SUP1180,Patty Casey,West Ashleyview,Arizona,East,A,Type3,2024-12-14,10,327.36,0.23,1726.14,3698.49,3.0,Cancelled
SUP1181,Kevin Murray,Wrighttown,Texas,South,C,Type1,2023-12-29,9,298.39,0.2,4834.95,4.05,2.7,Completed
SUP1182,Carol Johnson,East Anthonyburgh,Alabama,West,B,Type1,2025-12-24,15,952.56,0.27,5280.72,1924.91,4.9,Pending
SUP1183,Michele Castro,Shahfurt,Illinois,West,C,Type3,2026-02-24,12,355.22,,5325.84,4755.38,2.8,Cancelled
SUP1184,Mary Stein,Bradleyfurt,Rhode Island,East,B,Type2,2024-12-13,12,526.61,0.22,2225.25,22.64,1.6,Pending
SUP1185,Mark Rodriguez,Port Dawn,Kansas,North,A,Type2,2024-03-09,5,631.1,0.16,6092.78,2231.89,3.7,Cancelled
SUP1186,Wayne Jimenez,Ruizborough,Oklahoma,North,D,Type2,2025-12-27,11,614.72,0.09,4974.22,-214.43,1.2,Pending
SUP1187,John Jackson,Michaelshire,Kansas,West,B,Type2,2024-11-07,1,827.36,0.13,9537.15,,4.6,Cancelled
SUP1188,George Gomez,Lake Billy,Illinois,South,C,Type1,2025-11-18,11,50.41,0.19,6256.21,3025.0,1.5,Completed
SUP1189,Michelle Harrison,Evansport,Alaska,East,A,Type1,2026-02-28,16,654.55,0.14,5066.39,4745.42,2.8,Pending
SUP1190,Alan Casey,Katelynshire,West Virginia,East,A,Type3,2025-11-08,1,122.47,0.24,8393.38,430.23,2.3,Cancelled
SUP1191,Brian Villegas,South Tammystad,South Carolina,East,D,Type1,2024-07-07,19,304.86,0.09,3939.52,4817.49,1.9,Completed
SUP1192,David Martinez,Chandlershire,Maine,South,C,Type2,2023-10-30,6,730.89,0.27,539.36,1400.79,2.8,Cancelled
SUP1193,Renee Snyder,Teresaberg,Georgia,East,C,Type3,2023-08-10,15,523.29,0.16,3727.19,123.59,2.1,Completed
SUP1194,Brian Lee,Velezstad,Iowa,South,A,Type3,2024-02-06,11,612.13,0.15,1687.17,3691.5,4.9,Cancelled
SUP1195,Tara Spencer,New Connor,Wyoming,North,C,Type3,2024-10-06,1,761.95,0.19,6798.23,4860.52,4.7,Cancelled
SUP1196,Sabrina Hodge,Devinmouth,Nebraska,South,D,Type3,2024-06-22,7,137.66,0.12,7566.44,487.02,1.1,Cancelled
